"platform","review_id","author","country","title","body","rating","date_posted","experience","verified","language","reply","url","platform_category","ai_signals","ai_related"
"fatllama","6399bce9d075435bd8db8d09","Rumia W.","GB","good platform","good platform, easy to use and easy to find what you need.",5,"2022-12-14","2022-12-10","false","en","","https://www.trustpilot.com/reviews/6399bce9d075435bd8db8d09","rental","",FALSE
"fatllama","63993600d075435bd8db2137","Queeny","US","Fat Llama to the rescue!!!","I think it’s an amazing way to rent gear in a pinch. I am a photographer and I love that I have this option to rent lenses for work. Good stuff! Fast approvals and growing users!",5,"2022-12-14","2022-12-11","false","en","","https://www.trustpilot.com/reviews/63993600d075435bd8db2137","rental","",FALSE
"fatllama","6398a21ceb0ad8489909bdd6","LP","GB","25% fee is outrageous.","25% fee is outrageous.",2,"2022-12-13","2022-12-13","false","en","","https://www.trustpilot.com/reviews/6398a21ceb0ad8489909bdd6","rental","",FALSE
"fatllama","63973fb4eb0ad84899086c41","Bobby D'Buze","PK","What a great idea!","What a great idea! Excellent way to get your hands in equipment for the cheap when in a pinch! Highly recommend!!!",5,"2022-12-12","2022-12-08","false","en","","https://www.trustpilot.com/reviews/63973fb4eb0ad84899086c41","rental","",FALSE
"fatllama","6393af915873c1cf9fd1000b","Kornelija Kuzmickaitė","GB","Great and reliable website for renting items when and where you need it","Great website with reliable renters and a whole lot of equipment to pick from. Highly recommend if needing to rent something, all renters are verified, the website itself is easy to navigate and find exactly what you need and where you need it :)",5,"2022-12-09","2022-12-07","false","en","","https://www.trustpilot.com/reviews/6393af915873c1cf9fd1000b","rental","",FALSE
"fatllama","639363c20b7fc02715d9d32d","Tom","GB","The shear amount in fees that FL take…","The shear amount in fees that FL take has made me leave the platfom be ready to lose alot of your income in fees alone. Not worth it in the long run.",2,"2022-12-09","2022-12-09","false","en","Hi Tom,

Thank you for taking the time to leave this review.

We're sorry that you feel the fees we charge are high. As we do not take any deposits from our users, our fees ensure the smooth running of the platform, the support we provide in our customer service, verifications, resolutions and security teams and for us to protect our Owners with our Owner backed guarantee. We hope you still would choose to us the platform to save money on renting items.

Best regards,

Fat Llama","https://www.trustpilot.com/reviews/639363c20b7fc02715d9d32d","rental","",FALSE
"fatllama","6391e46b0b7fc02715d85902","Annie Martin","GB","Streamlined user experience","Streamlined user experience, easy communication! Well designed and safe user protection. 

:)",5,"2022-12-08","2022-12-08","false","en","","https://www.trustpilot.com/reviews/6391e46b0b7fc02715d85902","rental","",FALSE
"fatllama","638f3ba85873c1cf9fcca7a3","customer","RO","Platform works excellent","Platform works excellent, wick respond from renters.",5,"2022-12-06","2022-12-05","false","en","","https://www.trustpilot.com/reviews/638f3ba85873c1cf9fcca7a3","rental","",FALSE
"fatllama","63891251b84cc27618fda6ec","xavi coll","GB","Good communication with my customer and…","Good communication with my customer and the website is easy to use.",5,"2022-12-01","2022-11-29","false","en","","https://www.trustpilot.com/reviews/63891251b84cc27618fda6ec","rental","",FALSE
"fatllama","63873699252cba2c02e86e94","The Camera Guys","GB","Not a good site for lenders or…","Not a good site for lenders or borrowers - it's too expensive. Fees have increased substantially since the platform launched, it's now 33-50% fees on some items!

My biggest annoyance is that there are never any offers for existing customers (lenders or borrowers). The platform is only affordable with the referral links which are a one-off.",1,"2022-11-30","2022-11-30","false","en","Hi there,

Thank you for taking the time to leave your review.

We're sorry that you feel the fees we charge are high. As we do not take any deposits from our users, our fees ensure the smooth running of the platform, the support we provide in our customer service, verifications, resolutions and security teams and for us to protect our Owners with our Owner backed guarantee. We hope you still would choose to us the platform to save money on renting items.

Best regards,

Fat Llama","https://www.trustpilot.com/reviews/63873699252cba2c02e86e94","rental","",FALSE
"fatllama","6384d8cf252cba2c02e65d15","Mr J Lewis","GB","Really poor experience as a lender","Really poor experience as a lender. Little help from support, who take a long time to get back to you.

Also FYI read the small print on the Fat Llama guarantee. 

They expect you to use your insurance not theirs if you have it, so an issue might cost you your no claims bonus, etc.",1,"2022-11-28","2022-11-28","false","en","Hi J,

Thank you for taking the time to leave this review.

We're sorry you had this experience with Fat Llama. We try and verify users in a timely manner, but due to busy periods we may be slower to respond in support, but we always try our very best. Our Owner Guarantee is free for owners to view before they rent their items on Fat Llama, and we try to be as transparent as possible about this. If you have any further questions on the guarantee please email resolutions@fatllama.com.

Best Regards,

Fat Llama","https://www.trustpilot.com/reviews/6384d8cf252cba2c02e65d15","rental","",FALSE
"fatllama","638330e6252cba2c02e510b3","Elisheva Abecasis","GB","Trustworthy and secure","It was exciting to be able to use equipment I wouldn’t otherwise have the chance to use for new job opportunities. Fat llama was legit ensuring both parties were trustworthy and secure before allowing the process of renting equipment from someone you don’t know to continue. And the people I rented from were friendly and helpful. Overall a great experience and will definitely use the service again.",5,"2022-11-27","2022-11-23","false","en","","https://www.trustpilot.com/reviews/638330e6252cba2c02e510b3","rental","",FALSE
"fatllama","637bf0ccb84cc27618f2d729","Bijal shah","GB","Great concept","Great concept. Good communication and easy to follow process. Will rent again.",5,"2022-11-21","2022-11-19","false","en","","https://www.trustpilot.com/reviews/637bf0ccb84cc27618f2d729","rental","",FALSE
"fatllama","63778ff1252cba2c02dca38f","Barbara Ravens","GB","Highly recommended!","This was my first time renting an equipment and my experience both on the platform and with the seller was great. Easy to connect and arrange rentals, everything is documented down to downloadable invoices and it does feel safe to use with all the security checking at registration.",5,"2022-11-18","2022-11-15","false","en","","https://www.trustpilot.com/reviews/63778ff1252cba2c02dca38f","rental","",FALSE
"fatllama","636fc893b84cc27618e9f307","Darryl Rixon Photography","GB","I rarely give reviews unless the…","I rarely give reviews unless the company & process deserve it & I can say that if you're looking for a safe & professional platform to rent out, or rent almost anything, then Fat Llama should 100% be your first choice, I was absolutely blown away by their customer service, website & the experience with renting items from one of their thousands of persons available.",5,"2022-11-12","2022-11-10","false","en","","https://www.trustpilot.com/reviews/636fc893b84cc27618e9f307","rental","",FALSE
"fatllama","63680bae252cba2c02d0c824","Joshua Nunn","GB","Verification takes ages","Verification takes ages, pick ups are complicated and it's often bad value too. Don't use Fat Llama",1,"2022-11-06","2022-11-06","false","en","Hi Joshua,

Thank you for taking the time to leave this review.

We're sorry you had this experience with Fat Llama. We try and verify users in a timely manner, but due to busy periods and determining factors when it comes to different types of items, this can take a bit of extra time. As a community based platform, the pick ups between owners and renters are entirely up to themselves, so unfortunately this is out of our control. 

If you have any further feedback please email info@fatllama.com and we will be happy to assist you, to gain confidence to use Fat Llama again.

Best Regards,

Fat Llama","https://www.trustpilot.com/reviews/63680bae252cba2c02d0c824","rental","",FALSE
"fatllama","6364e065b84cc27618e1e31c","Hayley","GB","Easy renting platform to use","Easy renting platform to use - straightforward with the verification & payment process. I rented out some DJ equipment on there and received a fair bit of interest in the central London area.",5,"2022-11-04","2022-11-04","false","en","","https://www.trustpilot.com/reviews/6364e065b84cc27618e1e31c","rental","",FALSE
"fatllama","6363becbb84cc27618e11011","Karl Desai","GB","Super responsive customer service when…","Super responsive customer service when I had to process a cancellation on the same day. And great platform which is easy to use.",5,"2022-11-03","2022-10-29","false","en","","https://www.trustpilot.com/reviews/6363becbb84cc27618e11011","rental","",FALSE
"fatllama","63619209252cba2c02cc5167","Adwoa Ramsay","GB","Amazing company!","I was skeptical at first but Fat llama was brilliant. Found what I needed and had many suppliers who could help! The supplier I went with was great. Also I love their authentication process. They mean business and want to make sure you aren’t scammed!",5,"2022-11-01","2022-10-28","false","en","","https://www.trustpilot.com/reviews/63619209252cba2c02cc5167","rental","",FALSE
"fatllama","63611f94b84cc27618df08d1","Adrian Adams","DE","I came across the site by mistake but…","I came across the site by mistake but it is great for renting things you don’t necessarily want to buy. I have recommended far and wide to colleagues and friends one rented a cement mixer",5,"2022-11-01","2022-11-01","false","en","","https://www.trustpilot.com/reviews/63611f94b84cc27618df08d1","rental","",FALSE
"fatllama","635a569867794a07b1557109","MP","GB","Passive agressive resolutions team","A lender refused to refund me, and was uncontactable for a number of weeks. The Fat Llama support team refused to speak to me after messaging a number of times, due to the inactivity of the lender, resulting in the resolution team following up with a very passive aggressive email, outlining that it was my fault and that I was ""messaging our support team over and over again"". I had my money taken by the lender, and Fat Llama protected that person.

It's really not difficult to see who is in the wrong..",1,"2022-10-27","2022-10-25","false","en","Hi there,

Thank you for taking the time to leave this review.

We're really sorry you feel you've had this negative experience on the platform. In this matter the case was reported outside of the report times, this means the owner has been paid and needed to refund you directly, as they have the funds. As this did not happen we stepped in and you would have course been refunded regardless. The case was reported later than our Terms of Service state, we also kept this case open to help you.

Our live customer service team unfortunately do not have the authority to handle resolutions cases, this is why we have a dedicated resolutions team. We're a small and busy team and we appreciated your patience in the matter and will make sure to take on your feedback.

Best regards,

Fat Llama","https://www.trustpilot.com/reviews/635a569867794a07b1557109","rental","",FALSE
"fatllama","63585ebe276a7fd30bda8e90","David Collins","GB","This is a great way to make money from…","This is a great way to make money from idle equipment .",5,"2022-10-26","2022-10-25","false","en","","https://www.trustpilot.com/reviews/63585ebe276a7fd30bda8e90","rental","",FALSE
"fatllama","63569ef5276a7fd30bd9178a","Oren","GB","It's really easy to use but…","Honestly it's really easy to use and if it was about 'trust' then I totally trust the website.

BUT I really don't like the non-transparent service fee that suddenly shows up after selecting an item... I should be able to see this in advance and it slows down the entire process as I backtrack on my options.",3,"2022-10-24","2022-10-19","false","en","","https://www.trustpilot.com/reviews/63569ef5276a7fd30bd9178a","rental","",FALSE
"fatllama","635198358056669a30a6c2e0","Yassine El Moudden","GB","JENNY","The company itself needs more improvements and more freedom to roam around and promote our profiles. 

HOWEVER, Everytime I send them an email regarding any issues or concerns, I am responded or acknowledged instantly, they reply to my email just under 5min. 
Not to say it’ll be like that for everyone or everytime, But so far JENNY has always replied fast, prompt and effective helping me as instant as the word instant gets. 

Jenny “THANK YOU”",5,"2022-10-20","2022-10-20","false","en","","https://www.trustpilot.com/reviews/635198358056669a30a6c2e0","rental","",FALSE
"fatllama","634d148b9b12f67dfee323cc","Paola","GB","great app for anything you might need…","great app for anything you might need to rent!",5,"2022-10-17","2022-10-17","false","en","","https://www.trustpilot.com/reviews/634d148b9b12f67dfee323cc","rental","",FALSE
"fatllama","6349605b9b12f67dfee1203a","Jay","GB","a bit steep!","the rental went fine and i'm glad it was insured by fat lama. But I can't help but think the £20 a day they charged was a bit steep, I will find otherways the rent in the future.",3,"2022-10-14","2022-10-14","false","en","","https://www.trustpilot.com/reviews/6349605b9b12f67dfee1203a","rental","",FALSE
"fatllama","634854659b12f67dfee06f39","Customer","GB","Would happily use the site again!","The website was very easy to use. The lender was easy to talk to and arrange collection and drop-off. Would happily use the site again.",5,"2022-10-13","2022-10-08","false","en","","https://www.trustpilot.com/reviews/634854659b12f67dfee06f39","rental","",FALSE
"fatllama","6345e0c69b12f67dfede8677","Sina Mzondo","GB","Great communication easy registration…","Great communication easy registration process",5,"2022-10-11","2022-10-08","false","en","","https://www.trustpilot.com/reviews/6345e0c69b12f67dfede8677","rental","",FALSE
"fatllama","63441562377e522e314ac300","Amelia Baptiste-Akisanya","GB","A great easy find","A great easy find, Fat Llama makes renting easy!",5,"2022-10-10","2022-10-04","false","en","","https://www.trustpilot.com/reviews/63441562377e522e314ac300","rental","",FALSE
"fatllama","6342f0a1350baeeabe65244b","Ian Gifford","GB","Super helpful! Easy to use.","I needed photography equipment for a last minute shoot. Found Fat Llama via a google search and quickly located the kit I needed close to my location via the search tool. Really simple to find what you need and engage with the lender to check availability and see costs upfront. Check out reviews left by other lenders etc. The hire was seamless after organising collection and return with the lender. Highly recommend the service.",5,"2022-10-09","2022-10-05","false","en","","https://www.trustpilot.com/reviews/6342f0a1350baeeabe65244b","rental","",FALSE
"fatllama","633c57983d107cfdfcd2c182","Aiden Jordan","GB","Was a really good and easy experience…","Was a really good and easy experience using Fat Llama. Very clever idea. Note that as the renter (not the owner renting out) you aren't covered for any accidental damage to the items, so without 3rd party insurance it will always be a risk to borrow goods as you will pay the full cost to replace. Whereas the owners are seemingly covered through Fat Llama.

Despite this I would still use the service again and borrow from local folk. Just be careful.",5,"2022-10-04","2022-10-01","false","en","","https://www.trustpilot.com/reviews/633c57983d107cfdfcd2c182","rental","",FALSE
"fatllama","633be6373d107cfdfcd23df9","Mr Adam D Carrier-Sippy","GB","I found the platform very easy to use…","I found the platform very easy to use and the payment methods felt very safe and reliable. I got my equipment easily and have been very happy with the service every step of the way.",5,"2022-10-04","2022-10-01","false","en","","https://www.trustpilot.com/reviews/633be6373d107cfdfcd23df9","rental","",FALSE
"fatllama","6338483c4a5fff53cad3b6a2","James","GB","Less travel to rent","I like what they are doing. Cuts down travel time to rent equipment so much.",5,"2022-10-01","2022-09-25","false","en","","https://www.trustpilot.com/reviews/6338483c4a5fff53cad3b6a2","rental","",FALSE
"fatllama","6336c4a04a5fff53cad2af9c","Craig Gibson","GB","Easy","Easy to use and safe.",5,"2022-09-30","2022-09-30","false","en","","https://www.trustpilot.com/reviews/6336c4a04a5fff53cad2af9c","rental","",FALSE
"fatllama","6335dcb33d107cfdfcce9c7b","JM1","GB","Extremely difficult to work with","Extremely difficult to work with, sadly wouldn't recommend.",1,"2022-09-29","2022-09-29","false","en","","https://www.trustpilot.com/reviews/6335dcb33d107cfdfcce9c7b","rental","",FALSE
"fatllama","63358e904a5fff53cad1d410","Sarah","GB","Hassle free, quick and easy access","Hassle free, quick and easy access
Friendly and helpful staff
Order made online, collection and return arrangements made online. User friendly and straight forward.",5,"2022-09-29","2022-09-23","false","en","","https://www.trustpilot.com/reviews/63358e904a5fff53cad1d410","rental","",FALSE
"fatllama","633439d81c24523f3ca07d16","Mathew Meyer-White","GB","I've taken all of my gear off of Fat Llama","I've taken all of my gear off of Fat Llama after just 5 hires. The website itself is not the issue, although they do take an absolutely shocking amount out of your hire fees - something like 1/5th, which is daylight robbery and, in some cases, makes it a pointless waste of time to let things out at all.

The real problem is the users... The larger agencies are fine to deal with - usually respectful and they have an understanding of hire etiquette, but the young kids who are just messing about are just far more hassle than 15 quid here and there could ever be worth to me.  I've had kit come back missing parts already, kids messaging me at 1.25am in the morning. Everything is last minutes and they then harass you via messaging when they don't know how to use something... It's total waste of my already very busy time. 

Fat Llama could really do with introducing a two tiered user system whereby the corporates or larger established agencies sit on one tier while the student types and ultra low-budget 'filmmakers' sit on another - then let me as the hirer decide which tiers my gear is open to. I'd deal with the pros, but not touch the small-timers.

The pros would happily go through stricter verification processes as well, whereas one of the low-budgeters registered less than an hour before hiring and lost a part of the kit. He could well have used a burner phone or SIM card for this weakest of verifications. It's pointless and I'm allowing hundreds of pounds worth of gear to go out to these people.

It's a good idea., just very VERY poorly executed for professionals.",2,"2022-09-28","2022-09-24","false","en","Hi Matthew,

Thank you for taking the time to leave this review. 

We're sorry you've had anything less than an amazing experience whilst using the platform.

As a community based platform, we welcome any users who are looking to rent items and meet our verification process. We also introduce further verification for items of high value which protects you as an owner. Our Owner Guarantee also covers you for anything which is lost, stolen or damaged during the rental, as long as the criteria is met. We welcome open discussions between renters and owners regarding how items are used or tips for first timers on the platform. 

You're also able to edit your notification settings if this is something you'd be interested in - if you just email info@fatllama.com, we'd be more than happy to help.

We hope you feel like you could use the platform again in the future.

Best regards,

The Fat Llama Team.","https://www.trustpilot.com/reviews/633439d81c24523f3ca07d16","rental","",FALSE
"fatllama","6332f8db1133a76521b95117","Alexia Rémoleux","GB","Great experience","Really helpful website",5,"2022-09-27","2022-09-17","false","en","","https://www.trustpilot.com/reviews/6332f8db1133a76521b95117","rental","",FALSE
"fatllama","6331c1c45871ff1ef90aca1d","Ayoub","FR","Amazed about how well everything went…","Amazed about how well everything went from checking my references to renting and returning the lens to the owner.",5,"2022-09-26","2022-09-25","false","en","","https://www.trustpilot.com/reviews/6331c1c45871ff1ef90aca1d","rental","",FALSE
"fatllama","633088b0e619801c6a618a44","Caleb Mitchell","GB","I'll be back...!","Had a brilliant experience renting a variety of equipment through Fat Llama. The renters were super helpful and communicated in a prompt and caring manner. I'll certainly be back in the future.",5,"2022-09-25","2022-09-22","false","en","","https://www.trustpilot.com/reviews/633088b0e619801c6a618a44","rental","",FALSE
"fatllama","632efe20e619801c6a60be3b","Andrea Seroni","GB","Excellent service","Wry good service. I saved a lot money compared to renting from a shop. It just takes a bit of time to contact the right person but it is worth it! Excellent!",5,"2022-09-24","2022-09-21","false","en","","https://www.trustpilot.com/reviews/632efe20e619801c6a60be3b","rental","",FALSE
"fatllama","6328c0517f7a8621ee5fe3e7","Jim","GB","Good service","Good service. Easy to use. Got some good kit for a good price. Would definitely rent again.",5,"2022-09-19","2022-09-19","false","en","","https://www.trustpilot.com/reviews/6328c0517f7a8621ee5fe3e7","rental","",FALSE
"fatllama","63272d3a6a3e1ed2c3d616a5","ANTONIO_BROZICEVIC","RS","Fat Llama Cinema Gear","Fat Llama is unique community of likeminded people who rent photographic and cinema equipment to non-professionals at very affordable prices. However, the equipment portfolio spans everything from consumer to professional equipment. I have rented cinema PL lens and the whole experience was as easy as renting a cycle. Highly recommend.",5,"2022-09-18","2022-09-16","false","en","","https://www.trustpilot.com/reviews/63272d3a6a3e1ed2c3d616a5","rental","",FALSE
"fatllama","6323574f6a3e1ed2c3d3d843","Mah Dev","GB","They 100% of the time take the owner's…","They 100% of the time take the owner's side to any issue. the reporting is tedious to say the least! The owner was not willing to accept return - he didnt take my calls, messages, throughout the whole evening of my 1 day rent so I sent a formal complaint form with all the evidence - no response. I dropped the item off on the 2nd day once he was finally available. I thought everything went smoothly, no additional charges, owner said its fine. 2 weeks later, I see a custom offer sent to me and automatically accepted by fatllama charging me for a 2nd day of use. No communication whatsoever, no message in the fatllama chat, no email. Absolutely despicable how they did this.",1,"2022-09-15","2022-09-15","false","en","Hi Mah Dev,

Thank you for taking the time to leave this review.

This has been addressed with you via email, however we did want to address the fact that the drop off for this item, was after the agreed time. We have reviewed the case and all evidence shown on both your side and the owners side, and made an informed decision based on the facts, evidence and what adheres to our Fat Llama Terms of Service. 

If you have any further comments or feedback, please email resolutions@fatllama.com.

Best regards,

The Fat Llama Team.","https://www.trustpilot.com/reviews/6323574f6a3e1ed2c3d3d843","rental","",FALSE
"fatllama","6321f7907f7a8621ee5b9610","Relly Franc","GB","Rental","Good service and products.",5,"2022-09-14","2022-09-01","false","en","","https://www.trustpilot.com/reviews/6321f7907f7a8621ee5b9610","rental","",FALSE
"fatllama","6321e00f7f7a8621ee5b7976","Stookey","GB","Excellent service","Excellent service, fast communication",5,"2022-09-14","2022-09-11","false","en","","https://www.trustpilot.com/reviews/6321e00f7f7a8621ee5b7976","rental","",FALSE
"fatllama","6320a13c6a3e1ed2c3d1bfb3","Paul Mcardle fitness and thera","GB","Fabulous service and great rental…","Fabulous service and great rental prices. I will definitely be using Fat Llama again.",5,"2022-09-13","2022-09-10","false","en","","https://www.trustpilot.com/reviews/6320a13c6a3e1ed2c3d1bfb3","rental","",FALSE
"fatllama","63209db57f7a8621ee5a8b6d","james","GB","Great experience and great value way of…","Great experience and great value way of using premium equipment.",5,"2022-09-13","2022-09-08","false","en","","https://www.trustpilot.com/reviews/63209db57f7a8621ee5a8b6d","rental","",FALSE
"fatllama","631fbe3c7f7a8621ee59ebe0","Evrim Kaya","GB","first time user","first time user. I needed 4 different things from 4 different people on the same day. One would expect a logistical nightmare which was only avoided by great lenders, open and fast communication. if those 4 random people are represantative of the user base of Fat Llama, you're in good hands.",5,"2022-09-13","2022-09-11","false","en","","https://www.trustpilot.com/reviews/631fbe3c7f7a8621ee59ebe0","rental","",FALSE
"fatllama","631f261e6a3e1ed2c3d08e4f","Mr Ley","GB","Dope service","Dope service, great people, flexible, friendly. Essential for my business. Would highly recommend both using and lending on fat llama.",5,"2022-09-12","2022-09-10","false","en","","https://www.trustpilot.com/reviews/631f261e6a3e1ed2c3d08e4f","rental","",FALSE
"fatllama","631728c37f7a8621ee53efd4","Feisal","GB","My item was damaged and Fatllama said…","My item was damaged and Fatllama said it does not cover under their policy as the item still works. It was the Sony FX3 camera that is not cheap, was returned in such a bad condition but including the XLR input. Renter basically got away with it. They charge 25% fee from my rental but offer no support, unfortunately I will be moving my items elsewhere as I had a company already reaching out who have better policy.",1,"2022-09-06","2022-08-26","false","en","Hi Feisal,

Thank you for taking the time to leave this review. 

We're sorry that this was not the outcome you expected on your case. The Resolutions team did evaluate all the evidence provided, and as per our Owner Guarantee, we do not cover for things that do not affect the
functionality of an item. We do cover for items which come back un-functional as well as anything which is lost or stolen, as long as the criteria is met.

We hope you feel confident enough to use Fat Llama in the future for any further rentals you do through the platform.

Best regards,

Fat Llama","https://www.trustpilot.com/reviews/631728c37f7a8621ee53efd4","rental","",FALSE
"fatllama","631707be6a3e1ed2c3caf647","Craig Thorne","GB","Fat Llama best place for renting.... anything.","I've used Fat Llama only a few times, mainly for renting out. But so far all users have been great & its very easy to manage your rental items. Even if they are not the most conventional.",5,"2022-09-06",NA,"false","en","","https://www.trustpilot.com/reviews/631707be6a3e1ed2c3caf647","rental","",FALSE
"fatllama","6315f3146a3e1ed2c3ca366f","Zey Mehmet","GB","Loving this app and the services it…","Loving this app and the services it provides. Will continue to use.",5,"2022-09-05",NA,"false","en","","https://www.trustpilot.com/reviews/6315f3146a3e1ed2c3ca366f","rental","",FALSE
"fatllama","631279d27f7a8621ee5116a7","Amy garrison","US","Highly recommend and would use again for sure","Fantastic experience and would highly recommend using this service. Everything was exactly as stated and I received excellent service.",5,"2022-09-02",NA,"false","en","","https://www.trustpilot.com/reviews/631279d27f7a8621ee5116a7","rental","",FALSE
"fatllama","631259bd6a3e1ed2c3c831a9","Will Morgan","GB","Fairly hefty fee given the platform so…","Fairly hefty fee given the platform so far. Messaging platform could do with improvements - no point texting me a link to messages with hirers, just text me the message!",3,"2022-09-02",NA,"false","en","Hi Will,

Thank you for taking the time to leave this review.

We're sorry that you feel the fees we charge are high. As we do not take any deposits from our users our fees ensure: the smooth running of the platform, our verification process to keep our marketplace safe, as well as the support we provide in our customer service, resolutions and security teams and for us to protect our Owners with our insurance backed guarantee. We hope you still would choose to us the platform to earn money from renting out your items.

In regards to the text messages, we genuinely appreciate your feedback on this matter and this has been shared with the rest of the team. If you have any further feedback, please email info@fatllama.com.

Best regards,

The Fat Llama Team.","https://www.trustpilot.com/reviews/631259bd6a3e1ed2c3c831a9","rental","",FALSE
"fatllama","6311fa127f7a8621ee509846","domain name ","GB","I downloaded the app and found it easy…","I downloaded the app and found it easy to navigate, rent something and to chat with the people renting the gear.",5,"2022-09-02",NA,"false","en","","https://www.trustpilot.com/reviews/6311fa127f7a8621ee509846","rental","",FALSE
"fatllama","6311e5c07f7a8621ee5080ca","Simeon","GB","Very helpful","Very helpful, made hiring equipment very easy. Sam from Fuzzy was happy to help with anything to help my shoot run smoothly. 10/10 service 👌🏾",5,"2022-09-02",NA,"false","en","","https://www.trustpilot.com/reviews/6311e5c07f7a8621ee5080ca","rental","",FALSE
"fatllama","6311e4456a3e1ed2c3c7aff9","Ben O'Neill","IE","Absolutely blown away by how fast and…","Absolutely blown away by how fast and efficiently Jenny from customer service helped me. Had a refund within 5 minutes of explaining the mistakes I made on the website. Genuinely have never used a website as good.",5,"2022-09-02",NA,"false","en","","https://www.trustpilot.com/reviews/6311e4456a3e1ed2c3c7aff9","rental","",FALSE
"fatllama","6311b79c6a3e1ed2c3c77cdd","Simon","GB","Good reliable experience","Great, easy experience",5,"2022-09-02",NA,"false","en","","https://www.trustpilot.com/reviews/6311b79c6a3e1ed2c3c77cdd","rental","",FALSE
"fatllama","6310fe0e6a3e1ed2c3c72164","ioannis tzagkarakis","GB","Easy to use app helps out people rent…","Easy to use app helps out people rent equipment for small jobs and projects.",5,"2022-09-01",NA,"false","en","","https://www.trustpilot.com/reviews/6310fe0e6a3e1ed2c3c72164","rental","",FALSE
"fatllama","630e1ebf6a3e1ed2c3c4c435","Jeremy Ball","US","Awesome experiences using this…","Awesome experiences using this platform! A great way to stay connected within your own community. I highly recommend!",5,"2022-08-30",NA,"false","en","","https://www.trustpilot.com/reviews/630e1ebf6a3e1ed2c3c4c435","rental","",FALSE
"fatllama","630a22057f7a8621ee4b1830","Lee","US","Quick customer service","Quick customer service. Pretty easy to use. 

My rentals so far have been smooth and easy. Quick payout.",5,"2022-08-27",NA,"false","en","","https://www.trustpilot.com/reviews/630a22057f7a8621ee4b1830","rental","",FALSE
"fatllama","6302d08c7e1f0c3dc2e5d7fa","Aleksandar Nikolic","CA","Handy and easy-to-use app","Handy and easy-to-use app. The owner responded almost immediately, and the payment was also through the app - very handy!",5,"2022-08-22",NA,"false","en","","https://www.trustpilot.com/reviews/6302d08c7e1f0c3dc2e5d7fa","rental","",FALSE
"fatllama","62fa67684c35e69ec52dacc1","Arthur LOK","GB","Brilliant platform for people who want…","Brilliant platform for people who want to make a bit of money along the side. Highly recommend!!",5,"2022-08-15",NA,"false","en","","https://www.trustpilot.com/reviews/62fa67684c35e69ec52dacc1","rental","",FALSE
"fatllama","62f630004c35e69ec52afabf","Dahir","GB","Great app","Great app, would recommend",5,"2022-08-12",NA,"false","en","","https://www.trustpilot.com/reviews/62f630004c35e69ec52afabf","rental","",FALSE
"fatllama","62f3b1388000af4a885a4439","Jade Johnson","AE","fantastic!","fantastic!! would use a hundred times over.

Brilliant system for renting things",5,"2022-08-10",NA,"false","en","","https://www.trustpilot.com/reviews/62f3b1388000af4a885a4439","rental","",FALSE
"fatllama","62f2225a8000af4a8858dd92","Rupert","GB","The platform functions ok, but the fees are extortionate.","A positive first-time lending experience, but marred by the platform.

I was a bit anxious about renting out such a specialist, valuable and sensitive bit of kit to strangers, but the Fat Lama platform seemed to offer a safe way to do that and I'm pleased to say my first rental went perfectly.

The renter was really appreciative of being able to use it and got the job done, so I'm glad to have helped.

Update in 2023:
I have come to learn by chance, that Fat Llama inflates the price renters see by 25% above what the item's owner sets.
In this way, it takes a 25% fee from both lender & renter, which is extortionate. ",3,"2022-08-09","2022-08-09","false","en","","https://www.trustpilot.com/reviews/62f2225a8000af4a8858dd92","rental","",FALSE
"fatllama","62f1029a4c35e69ec526d20d","YCustomer_1","GB","Not a good platform for lenders","Not a good platform for lenders. The customer service is pretty poor, for example I rent out a bike and they did not help when a renter does not give the bike back. Additionally, they have poor guidelines for the lenders. IF a renter cancels the rental item, then I as a lender get a lowered acceptance rate, even though I didn't do anything. So they penalise for no reason.",2,"2022-08-08",NA,"false","en","Hi there, 

Thank you for taking the time to leave a review.

We're sorry you feel that there is not enough help for owners. We do have a whole Resolutions and Security team, who are dedicated in helping with any issues with cases - you just need to fill out a resolutions form which can be found in our FAQ's.

In regards to the acceptance rate on your account, this will not be affected if the renter decides to cancel. If you'd like to know any more about acceptance rates, please email resolutions@fatllama.com.

Best regards,

Fat Llama","https://www.trustpilot.com/reviews/62f1029a4c35e69ec526d20d","rental","",FALSE
"fatllama","62efc3d98000af4a88573e79","Renato Dias Ribeiro","GB","Fat Llama has saved me from last minute Jobs!","Fat Llama has saved me from last minute jobs. It is a simple platform to use and does make the process of renting and lending very quick.",5,"2022-08-07",NA,"false","en","","https://www.trustpilot.com/reviews/62efc3d98000af4a88573e79","rental","",FALSE
"fatllama","62ee83fc4c35e69ec52561e6","Charito Kaay","CA","Easy platform to navigate and helpful…","Easy platform to navigate and helpful customer service",5,"2022-08-06",NA,"false","en","","https://www.trustpilot.com/reviews/62ee83fc4c35e69ec52561e6","rental","",FALSE
"fatllama","62ee6d0d4c35e69ec5254ecd","Penisvaginabattle","GB","Exaxtly what i needed","Exaxtly what i needed. Smooth sailing.",5,"2022-08-06",NA,"false","en","","https://www.trustpilot.com/reviews/62ee6d0d4c35e69ec5254ecd","rental","",FALSE
